app_name,content,score,at,label_sentiment,label_topic
Momo,"app dịch vụ kém, chăm sóc khách hàng tệ. đăng kí gói 4g vina tháng 110k nhưng không được các tiện ích như đã quảng cáo, liên hệ cskh thì 1 tuần rồi chưa giải quyết xong",1,2025-12-18 18:32:47,0,
Momo,app hay lắm mọi người ạ. uy tín chất lượng cao lắm,5,2025-12-18 12:49:44,2,
Momo,"rác rưởi, năng máy. xóa tài khoản gỡ app luôn và liền. đã chặn số 555 gì đó. có ứng dụng báo nợ nó trừ tiền luôn tài khoản ngân hàng mà không báo trước.",1,2025-12-18 11:51:32,0,
Momo,Bảo mật kém,1,2025-12-18 10:36:46,0,
Momo,"1. performance rất tệ, không tương thích máy đời cũ, nóng máy, crash app liên tục.... 2. chương trình khuyến mãi làm ăn gian dối, lọc acc, tự xoá ưu đãi khi mình đã thu thập, hỗ trợ thì bảo hết ngân sách trong khi người khác vẫn còn, hết sức vô lý. 3. Hỗ trợ không đúng trọng tâm, chung chung, không giải quyết đc vẫn đề",1,2025-12-18 08:53:52,0,
Momo,"mới tải app lúc nó mới ra bị mất 500k không hoàn lại, bạn mình bị mất 1tr tởn luôn :(",1,2025-12-18 07:54:19,0,
Momo,nói tặng 500k mà có đâu được 10k thì có,1,2025-12-18 07:02:12,0,
Momo,okkk,5,2025-12-18 05:57:15,2,
Momo,khó,5,2025-12-18 05:11:31,2,
Momo,tiyet với con cừu mèo,5,2025-12-18 05:08:41,2,
Momo,tôt hon nhanh hơn,1,2025-12-18 02:40:10,0,
Momo,ứng dụng tuyệt vời nhất,5,2025-12-18 01:18:30,2,
Momo,tài khoản rất tốt,1,2025-12-17 23:43:40,0,
Momo,"cảm thấy rất là thất vọng, giao dịch thành công thì báo lỗi, có khi giao dịch cả ngày trời vẫn k được nhắn,CSKH thì cũng k ăn thua..",3,2025-12-17 23:37:41,1,
Momo,tốt lắm,5,2025-12-17 23:25:34,2,
Momo,"chạy quảng cáo vừa vừa thôi, đang đánh giá 5 sao mà chạy lắm quảng cáo vừa dài vừa khó chịu làm t phải vào cho 1 sao, giờ nhìn Tăng Duy Tân ngứa hết cả mắt",1,2025-12-17 22:25:02,0,
Momo,hơi lagg xíu nhưng được cái UI đẹp,4,2025-12-17 22:23:11,2,
Momo,app trả bố 50k,1,2025-12-17 21:33:20,0,
Momo,Chả hiểu gì,5,2025-12-17 20:49:22,2,
Momo,"ứng dụng rất êm , giải quyết hầu hết các vấn đề cuộc sống",5,2025-12-17 20:46:30,2,
Momo,chuyển bank là k đc,1,2025-12-17 20:21:29,0,
Momo,Lag,1,2025-12-17 19:02:05,0,
Momo,dung ung 5 sao,5,2025-12-17 18:04:55,2,
Momo,load siêu chậm luôn,1,2025-12-17 17:55:04,0,
Momo,app như qq chuyển từ ngân hàng về túi mà không cộng trong khi tra soát bên ngân hàng báo đã giao dịch thành công nhắn hỗ trợ thì bắt đợi 3 ngày... nếu tiền chuyển phải đợi thì sài app có tác dụng gì ??,1,2025-12-17 17:14:51,0,
Momo,Ví điện tử mà tui thích nhất,5,2025-12-17 17:09:05,2,
Momo,"Tối ưu trên máy yếu lỏ, cập nhật xong k vào được nữa.",2,2025-12-17 16:58:12,0,
Momo,Hôm nay 17.12.2025 Momo liên tục dừng .. Đề nghị khắc phục.. Cám ơn!,3,2025-12-17 15:01:06,1,
Momo,càng ngày càng dở chuyển tiền hay làm j cũng tự động thoát ra,1,2025-12-17 13:24:29,0,
Momo,Tuyệt Vời !!!,5,2025-12-17 12:47:38,2,
Momo,Moni nói chuyện dễ thương mà hay bị sai chính tả lắm nhé. sự kiện game làm nhiệm vụ nhận năng lượng hay bị lỗi ko nhận được thưởng. vì biết đây là app chuyển tiền những cái kia chỉ là bên nề lên ko cho 1*,3,2025-12-17 12:36:28,1,
Momo,"nạp tiền vào rồi ko cho rút. báo ngân hàng bảo trì không chuyển về đc, nhưng mà 1 tuần đều như thế. lừa dối",1,2025-12-17 12:18:00,0,
Momo,"Chất lượng của Momo dạo này rất tệ, chuyển khoản rất chậm, thường xuyên bị lỗi.",2,2025-12-17 10:03:54,0,
Momo,thanh toán cái gì cũng phải báo bị mất tiền mấy lần hơi cay rồi đấy,1,2025-12-17 09:53:57,0,
Momo,app j mà hút máu kinh,1,2025-12-17 08:37:06,0,
Momo,"ae cẩn thận, momo liên kết tài khoản khác tự động rút tiền trong ngân hàng mà không cần xác thực và thông báo người dùng như 1 hành vi lừa đảo. chia sẻ và tố cáo lừa đảo .",1,2025-12-16 21:57:44,0,
Momo,ok đấy,5,2025-12-16 21:49:44,2,
Momo,app đần vl điện qua số xong bị câm luôn mã otp thì ko gửi,1,2025-12-16 21:42:02,0,
Momo,Cái này tui làm hồi 2021 tới giờ vẫn ổn,5,2025-12-16 20:54:26,2,
Momo,chuyển từ momo về tài khoản mình bị mất phí na mọi cần cân nhắc khi tải momo,3,2025-12-16 20:29:12,1,
Momo,"Đóng tiền điện thẻ trừ tiền rồi mà momo báo giao dịch k thành công, phản hồi lên thì đẩy ngân hàng, điện ngân hàng kiu liên hệ momo, xong bắt đợi 1 tháng, dịch vụ như quần què",1,2025-12-16 19:51:28,0,
Momo,tự trừ tiền quá tệ toàn lỗi,1,2025-12-16 19:25:59,0,
Momo,tắt tự động thanh toán r nhưng vẫn bị trừ tiền?,1,2025-12-16 18:35:04,0,
Momo,sao ko thể đăng kí 4g trên mobifone nữa vậy?:(((,5,2025-12-16 18:27:54,2,
Momo,🤬🤬🤬,1,2025-12-16 18:14:11,0,
Momo,ví momo giúp tôi,5,2025-12-16 18:02:21,2,
Momo,"lừa đảo, mình lm theo đúng như nó chỉ mà lm xg nó kêu k đủ đk để nhận quà ,liên hệ bên đó thì nó câu giờ k muốn giải quyết,đưa con AI ra ra nch, muốn gặp CSKH mà đợi cả tiếng k gặp đc",1,2025-12-16 16:59:08,0,
Momo,2 ngày rồi không vào được,2,2025-12-16 16:52:05,0,
Momo,"app đểu ngày nào cũng thấy tổng đài momo gọi làm phiền, nhắn tin liên tục",1,2025-12-16 16:21:02,0,
Momo,momo đưa ng dùng mobiphone vô rừng ở hết,1,2025-12-16 14:18:45,0,
Momo,app ck quá lâu,1,2025-12-16 13:28:32,0,
Momo,rất dỏm,1,2025-12-16 13:18:32,0,
Momo,dùng ok,5,2025-12-16 12:48:05,2,
Momo,lừa đảo tiền người khác tự trừ trobg khi ko có liên kết,1,2025-12-16 11:30:52,0,
Momo,không hiểu sao dạo này các gói mạng của momo dùng quá tệ tốc độ siêu chậm gói thì đắt quảng cáo siêu tốc độ mà check còn k bằng st5k,3,2025-12-16 07:54:37,1,
Momo,App phù hợp trời lạnh. Mở app lên như lò sưởi,1,2025-12-16 06:36:20,0,
Momo,ok,5,2025-12-16 05:54:54,2,
Momo,Ok lam ne,5,2025-12-15 23:05:59,2,
Momo,"từ khi cập nhật xong cứ tự động thoát app dù vào lại, đến chục lần mới vào dc",1,2025-12-15 22:16:23,0,
Momo,Liên kết tài khoản Vietinbank không được toàn báo lỗi chịu luôn gọi bên hỗ trợ chả thấy trả lời đâu muốn xóa tài khoản chủ cũ cũng không xong.,1,2025-12-15 21:36:23,0,
Momo,lừa tiền tôi. yêu cầu giúp đỡ lại cứ đổ lỗi cho người bị lừa. ứng dụng quá quá tệ,1,2025-12-15 21:26:48,0,
Momo,"ứng dụng thì chậm, chuyển tiền thì lỗi. khiếu nại thì xử lý quá lâu. app ngày càng tệ",1,2025-12-15 19:59:17,0,
Momo,nhân viên vay nhanh nói chuyện láo,1,2025-12-15 16:21:27,0,
Momo,lỗi khi giao dịch quá nhiều lần,1,2025-12-15 16:13:44,0,
Momo,nạp tiền điện thoại cần gấp mà bị treo. cứ bảo quý khách chờ đợi. kiên nhẫn... đã bỏ sử dụng gần 1 năm. mới quay lại đã bị treo nạp tiền... chán,1,2025-12-15 15:35:01,0,
Momo,ok,2,2025-12-15 15:24:29,0,
Momo,"Quét mã QR mà bên kia trừ mà bên Momo toàn chưa nhận, mua hàng quê luôn á chứ",1,2025-12-15 14:57:12,0,
Momo,Lỗi mãi thôi ó,1,2025-12-15 14:52:26,0,
Momo,"Chuyển tiền không vào từ sáng t2, bắt đợi 3 ngày tới t5 khiếu nại, xử lý 2 ngày k tính cuối tuần, tới t3 tuần sau mới được giải quyết. Trọn vẹn 8 ngày :)))))) Mấy ac hỗ trợ thì như con bot, nhắn mọi thứ theo form, kêu mình nhập info, mình vừa tab ra xem info thì app tắt -> tính là out hỗ trợ -> bắt đầu đợi hỗ trợ và HỎI MỌI THỨ TỪ ĐẦU, dù mình đã diễn giải và confirm mọi thứ trước để đỡ mất thời gian. T tưởng ngân hàng nhà nước không đó, đúng ví điện tử cho giới trẻ không zậy má. RẤT TỆ",1,2025-12-15 14:25:50,0,
Momo,ok tot,5,2025-12-15 14:24:34,2,
Momo,ok,5,2025-12-15 14:10:39,2,
Momo,chuyển khoản từ shinhan thẳng qua momo bên shinhan qua tiền rồi mà momo chưa nhận,1,2025-12-15 11:20:27,0,
Momo,ok,5,2025-12-15 11:18:18,2,
Momo,CSKH tệ,1,2025-12-15 09:46:55,0,
Momo,ok đầy tiện lợi,5,2025-12-15 09:22:34,2,
Momo,Cần nạp data nhưng Mobile kh bán cước nữa 😭,4,2025-12-15 09:07:38,2,
Momo,hài lòng,5,2025-12-15 08:28:57,2,
Momo,rất ok,5,2025-12-15 07:53:49,2,
Momo,"làm.ăn rất chán, không nói rõ lí do vì sao NGT lại k được 50k. Trong khi đó, NĐGT đã làm đủ các bước r.",1,2025-12-15 07:17:06,0,
Momo,5 năm nay acc k có nổi 1 voucher bất kỳ. bất cứ sk nào,1,2025-12-15 06:59:11,0,
Momo,"Ví điện tử an toàn, tiện lợi,",5,2025-12-15 05:12:02,2,
Momo,"App này mất dạy lắm, người cài lưu ý nó dụ vào Ví trả sau, lỡ sơ ý thanh toán mua gì đó online là nó thu phí rất nặng còn hơn xã hội đen cho vay tiền nóng. Đề nghị cơ quan công an xem xét hành vi phạm tội này để bảo vệ quyền lợi người dân.",1,2025-12-14 23:22:53,0,
Momo,"tự ý đăng kí gói gì đó, -417k của t , hoàn lại không là t khiếu nại nhé 🙂🙂",1,2025-12-14 23:09:42,0,
Momo,lỗi 40103,1,2025-12-14 19:33:36,0,
Momo,tệ,1,2025-12-14 18:26:12,0,
Momo,tot,5,2025-12-14 18:20:53,2,
Momo,tiền của tôi không cánh mà bay bực quá 2 cụ bay hết,2,2025-12-14 17:13:11,0,
Momo,Giao diện bị rối,3,2025-12-14 16:44:07,1,
Momo,tốt rất tốt,5,2025-12-14 16:12:39,2,
Momo,bán hàng online giày dép túi xách online tik tok,5,2025-12-14 14:29:31,2,
Momo,"môm la gì ma ngta cọp mơ mơ tôi,cho tôi hoi tắt ca moi nguoi ơ logo",5,2025-12-14 13:28:19,2,
Momo,momoho tro Cho cac em joc sinh ngeo,5,2025-12-14 13:03:53,2,
Momo,"Tổng đài làm ăn chán, gọi muốn khóa momo thì cứ ăn rồi phí 1 phút bảo phím 1 thì chả nghe mà hỗ trợ",1,2025-12-14 12:44:04,0,
Momo,sao momo hôm qua giờ đăng nhập vào ko dc,1,2025-12-14 09:50:24,0,
Momo,chứ tk là số nào,5,2025-12-14 06:31:40,2,
Momo,tốt,5,2025-12-14 06:11:59,2,
Momo,lệnh chuyển tiền vào tài khoản nhanh,5,2025-12-14 03:21:55,2,
Momo,ok,5,2025-12-14 01:35:49,2,
Momo,tiền thì ít cứ thích làm sk=),1,2025-12-14 00:53:38,0,
Momo,ok,5,2025-12-13 23:38:35,2,
Momo,ok,5,2025-12-13 23:15:51,2,
Momo,app có lỗ hỏng em đã bị kẻ gian lợi dụng lỗ hỏng đó và thực hiện hành vi để em gánh chịu nợ vay và lãi. Trung tâm tài chính và khoản vay? từ khi biết đến momo tới bây giờ tài khoản momo chưa nạp vào quá 100.000 vnđ luôn vậy mà 17 giờ chiều hôm qua 12/12/2025 em bị kẻ gian bắt vay tiền nhanh và nhận diện khuôn mặt nữa rồi chính em là người ôm nợ mà từ trước đến giờ không có cần vay chi tiêu gì hết. mong admin xoá phần trung tâm tài chính và khoản vay đi chứ để người khác giống như em nữa hay sao?,1,2025-12-13 22:29:45,0,
Momo,Hay quá đi mất thôi,5,2025-12-13 22:00:13,2,
Momo,Tự đông trừ tiền tài khoản ngân hàng không xác nhận của chủ thẻ. trung gian cùng với cửa hàng play thu tiền cho các app rác lừa đảo,1,2025-12-13 21:11:20,0,
Momo,ok,5,2025-12-13 19:52:05,2,
Momo,"quá tệ, cho phép nộp tiền vào tài khoản nhưng không cho rút vì lí sao đăng kí sinh trắc học, khác gì giam tiền, đúng lúc cần tiền gấp rất kẹt thì không thể rút cực kì khó chịu",1,2025-12-13 19:46:20,0,
Momo,mã otp gì mà gửi quài cứ lỗi,1,2025-12-13 19:14:11,0,
Momo,chuyển tiền như ko đc nhận nhưng bị trừ tiền,1,2025-12-13 18:51:01,0,
Momo,trừ tiền ngân hàng nhưng k cộng vào momo?,1,2025-12-13 18:11:54,0,
Momo,"ứng dụng rất tệ, khuyên mọi người đừng bao giờ dùng.",1,2025-12-13 17:24:24,0,
Momo,Các Tk liên kết trừ tiền k cần xác nhận ví k an toàn,1,2025-12-13 16:50:25,0,
Momo,ok,5,2025-12-13 15:43:42,2,
Momo,"bạn tui mời tạo tkhoan mà tạo xong thì k dc nhận tiền, cứ bắt nạp tiền vô? app thì ngu ngu lag lag",1,2025-12-13 13:17:41,0,
Momo,Quét mã qr bạc triệu bị lỗi mà ko hoàng tiền lại liền mà nói tìm lý do bị lỗi mới xữ lý chờ trong 3 ngày làm việc ko tính lễ thứ 7 chủ nhật...mọi người sài momo lưu ý...rất nóng rất ức chế.,1,2025-12-13 12:36:10,0,
Momo,ok ổn áp á,5,2025-12-13 11:26:22,2,
Momo,"cskh quá chán, vào app thì đơ xong bị thoát ra ngoài",2,2025-12-13 09:11:16,0,
Momo,chuẩn,5,2025-12-13 09:06:58,2,
Momo,ko biết dùng,1,2025-12-13 08:21:15,0,
Momo,tốt,5,2025-12-13 03:12:22,2,
Momo,"lag quá,momo ra cái tắt AI đi chứ đã không có tác dụng còn gây chậm",1,2025-12-13 00:34:28,0,
Momo,tệ hại,1,2025-12-13 00:28:50,0,
Momo,ko tốt đốív momo mất tiền vô lý,1,2025-12-12 23:52:30,0,
Momo,lag k vào đc,1,2025-12-12 23:24:59,0,
Momo,vẫn rất lag và giao diện liên tục không hiển thị,1,2025-12-12 20:57:15,0,
Momo,ok,5,2025-12-12 20:41:04,2,
Momo,tiện lợi,5,2025-12-12 19:59:47,2,
Momo,Khi thanh toán thì trừ tiền 1 lần. Khi hoàn tiền lại hoàn nhiều lần. Xứng đáng 1 sao,1,2025-12-12 19:03:48,0,
Momo,tuyet vời,5,2025-12-12 18:57:51,2,
Momo,xóa giúp tôi người trước đăng ký momo của tôi với số của tôi người trước đăng kí rồi tôi vô ko đc,1,2025-12-12 18:23:34,0,
Momo,sao ko có phần nạp thẻ game vậy ạ,3,2025-12-12 18:20:17,1,
Momo,"tới khúc quét mã thanh toán xoay vòng vòng ko trả được tiền, suýt thì ở lại rửa chén 🤬",1,2025-12-12 17:28:46,0,
Momo,"chính thức hủy xóa momo và khuyên các bạn nên chú ý tải sử dụng. tự ý thanh toán hóa đơn vào ví ghi nợ. không thông báo, xử lý chậm. kích hoạt thì cũng lấy phí cao rất nhiều. mất 1trieu 2 cho sự vớ vẩn của app khi bản thân còn ko sử dụng. không khác gì lừa đảo",1,2025-12-12 16:04:37,0,
Momo,quá tuyệt vời,5,2025-12-12 15:11:45,2,
Momo,"liên kết không được 30k , lừa",1,2025-12-12 14:12:16,0,
Momo,lag vãi,1,2025-12-12 13:44:28,0,
Momo,tốt,5,2025-12-12 12:36:32,2,
Momo,momo h chuyển cần phí á chuyển 3tr phí mấy 22k :))),1,2025-12-12 11:36:14,0,
Momo,"rút tiền của khách hàng thanh toán cho bên thứ 3 khi tài khoản đã tạm ngừng giao dịch, lừa đảo. Tải app này về máy là nó rút sạch tiền nhé các bạn",1,2025-12-12 11:31:21,0,
Momo,được,4,2025-12-12 10:37:01,2,
Momo,không mở được vts nhỉ,5,2025-12-12 09:56:20,2,
Momo,ngày càng tệ. thường xuyên bị treo app và ko trả kết quả giao dịch,1,2025-12-12 08:57:29,0,
Momo,tuyetvoi,5,2025-12-12 08:51:04,2,
Momo,"app tệ, link bank thì cứ không thanh toán qua bank mà bắt nạp tiền mới cho tt. vô dụng",1,2025-12-12 08:14:50,0,
Momo,"CSKH rất tệ, có cũng như không, kém linh hoạt cả tự động và con người 👎",1,2025-12-12 06:15:34,0,
Momo,"ứng dụng không hỗ trợ các gói data, gói nào cũng hết, thậm chí ngừng cung cấp, load thì chậm mất thời gian, không đáng dùng",1,2025-12-12 04:56:35,0,
Momo,ok,5,2025-12-12 03:01:06,2,
Momo,"Hay, trước đã không ổn định rồi, nay thành toán bằng vts 30k trả 60k, cmn hút máu vừa thôi chứ, dùng ưu đãi nhưng lại không hời. bye momo",1,2025-12-12 00:33:12,0,
Momo,"app loll, t bị lừa mất tiền mà không thèm hỗ trợ mặc dù đã gửi đơn khiếu nại và có cả bằng chứng, đúng mấy bọn lừa đảo thông đồng nhau, mấy bọn đồng loã. cskh thì chửi khách. giờ tiền cũng chỉ vài trăm đem ra cơ quan thì ai thèm làm, chỉ nhờ khiếu nại xem có lấy lại được hay không, mà đợi mãi không thấy phản hồi, trong khi app có ra tính năng đó",1,2025-12-11 21:11:21,0,
Momo,tốt,5,2025-12-11 20:36:33,2,
Momo,có quá nhiều lừa đảo yêu cầu hỗ trợ thì hờ hững,1,2025-12-11 18:49:14,0,
Momo,"Bị trừ tiền oan khi không xác nhận đồng ý của khách hàng, đánh giá báo cáo tài chính có dấu hiệu lừa đảo chiếm đoạt thì bị xóa. Minh bạch giữ chưa mo mo",1,2025-12-11 18:48:27,0,
Momo,quá chậm,3,2025-12-11 17:03:02,1,
Momo,10điểm ko có nhưng,1,2025-12-11 16:02:12,0,
Momo,"nhu con ca t, ung dung yei cau 0tp 4 so, tinh nhan 6 so. nhan ho tro nhu quan que",1,2025-12-11 16:01:05,0,
Momo,đăng nhập từ máy khác có mỗi 4 ô để nhập mã otp mà đọc tới 6 kí tự,1,2025-12-11 15:44:59,0,
Momo,"cập nhật cccd, yêu cầu chụp mặt trc nhưng cam đen xì, không thể chụp được",1,2025-12-11 15:21:01,0,
Momo,ok,5,2025-12-11 15:07:55,2,
Momo,"vay ví trả sau mới trễ có 5 ngày mà cứ gọi đe doạ pháp lý , đòi gọi ba mẹ, làm như con nít kh bằng, t đọc số cho chúng m gọi thoải mái , trễ thì cứ theo lãi mà tính , 50 hay 100% trong 15 ngày cũng được , cứ theo thoả thuận ban đầu chúng m đưa ra mà làm , trễ 5 ngày thì hẹn ít hôm hoặc tuần nữa trả, ban đầu bảo trễ tối đa 15 ngày mà , làm gì mà điện đe doạ ngày cả chục cuộc kinh vậy, xong lần này t không dùng nữa, lãi thì cao, suốt ngày điện, thoả thuận thì kh ghi rõ, xoá dẹp hết đi",1,2025-12-11 14:02:28,0,
Momo,quá tốt nên tôi cho 1 sao vì nó là độc nhất,1,2025-12-11 13:15:25,0,
Momo,tuyệt vời,5,2025-12-11 11:52:19,2,
Momo,ok,5,2025-12-11 10:28:52,2,
Momo,ví trả sau lừa đảo,1,2025-12-11 08:54:56,0,
Momo,ae chú ý nhé ai ko biết dùng ví trả sau thì đừng dùng hạn vay ngắn hạn vl,1,2025-12-11 08:38:26,0,
Momo,"chuyện là tôi thực hiện 7 giao dịch chuyển tiền từ tài khoản ngân hàng sang ví momo vào các quỹ tiết kiệm của mình, nhưng chỉ có 6 giao dịch hoàn thành, muốn biết lý do hay cách giải quyết nene tìm đến bộ phận chăm sóc khách hàng thì nói do ko đu nhân viên giải quyết, sử dụng sđt tốn phí 1000 đồng/phút thì nghe hết quảng cáo thì cup máy, ko giải quyết bất cứ yêu cầu nào của Khách hàng, hay phản hồi bất cứ kêu cầu của khách hàng.",1,2025-12-11 08:10:13,0,
Momo,từ hqua tới h momo không biết có bị lỗi không mình không rút tiền được mà không ck được không bt gì sao,1,2025-12-11 07:24:01,0,
Momo,"Gửi kb lộn cho ng lạ ,nhờ nhân viên hỗ trợ mà nhận lại sự lạnh lùng thêm. Ko giup đc thì hãy để ng ta tự xóa đc đi chứ. Kì quá àk , thích áp đặt kết nối giữa tài khoản vơi nhau hay sao á, để ng ta tự nguyện đi,",4,2025-12-11 07:19:47,2,
Momo,"clm chuyển tiền hết hạn mức tính cước phí cao vcl,lừa đảo hay gì quảng cáo chuyển tiền miễn phí mà vẫn mất phí",1,2025-12-11 06:29:10,0,
Momo,tốt,5,2025-12-11 05:27:05,2,
Momo,"App chậm, cứ lỗi không cho chuyển tiền về ngân hàng. Chán thật sự",3,2025-12-11 00:05:32,1,
Momo,hay,5,2025-12-10 23:05:02,2,
Momo,"từ ngày có con ai làm ck cứ quay quay rất lâu chắc phải bỏ momo thôi tôi phản hồi qua app momo mà chưa thấy rep j cả, họa có điên ko mà còn rảnh time mất tiền để gọi lên 1900, để chuyển khoản ko thiếu ngân hàng số ck rất nhanh mượt ,ko tốn phí duy trì",2,2025-12-10 22:48:01,0,
Momo,chai nhiem tot,5,2025-12-10 21:41:30,2,
Momo,bình thường thì sử dụng ok mà 1 tháng bảo trì ngân hàng 3 4 lần ko thì momo bị lỗi. nạp tiền vào ví xong đi mua đồ thanh toán không được,4,2025-12-10 20:42:00,2,
Momo,rất tệ chuyển momo qua ngân hàng cực lâu. yêu cầu hủy thì không được mà tiền thì bị trừ mất. mất thời gian,1,2025-12-10 20:38:23,0,
Momo,"App thật sự rất tệ. Vấn đề thanh toán mua themes không được mà 2 tuần chưa giải quyết được, cứ đùn đẩy qua lại, nếu có 0 sao mình cũng đánh giá luôn",1,2025-12-10 20:30:21,0,
Momo,trải nghiệm tuyệt vời,5,2025-12-10 20:12:00,2,
Momo,"load hoài dù 4g ổn, kh chuyển đc",1,2025-12-10 19:30:07,0,
Momo,suốt ngày lỗi k vào đc . không chuyển tiền được,1,2025-12-10 19:28:33,0,
Momo,"ứng dụng không vào được báo kết nối chậm, trong khi dùng mạng 5G lẫn wifi",1,2025-12-10 18:55:49,0,
Momo,lúc nào cũng chậm ck qua ngân hangg thì bị kẹt tiền mẹ cay vl,1,2025-12-10 18:53:29,0,
Momo,bảo trì dell j lắm thế ditcumay,1,2025-12-10 18:43:10,0,
Momo,trải nghiệm rất tốt,5,2025-12-10 18:41:03,2,
Momo,"dạo này momo xài như cc , mỗ ra app load 5 10p chưa ra , quét QR thanh toán tiền thì load hoài quê với quán thật lun",1,2025-12-10 18:27:11,0,
Momo,lỗi triền miên,1,2025-12-10 18:26:39,0,
Momo,bảo trì là sao?,1,2025-12-10 18:18:26,0,
